@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute outputs_annie-1 numeric
@attribute outputs_annie-2 numeric
@attribute outputs_annie-3 numeric
@attribute outputs_annie-4 numeric
@attribute outputs_annie-5 numeric
@attribute outputs_annie-6 numeric

@data
187,'2017/02/12 13:21:20:912',6,436.976959,216.648743,4.480373,-0.028979,-0.130477,0.125084,13.649711,11.070806,7.346282,7.349266,2.387961,2.342736,28.596258,5.719476,0,0,0,?,?,?
188,'2017/02/12 13:21:20:938',6,437.494202,218.21463,4.468708,-0.038998,-0.130076,0.129523,13.497074,10.706013,7.435025,7.458505,2.293526,2.246942,28.292021,5.85054,0,0,0,?,?,?
189,'2017/02/12 13:21:20:980',6,437.272308,219.465805,4.469605,-0.035362,-0.128157,0.131072,13.49216,10.965084,7.423491,7.432841,2.299638,2.249487,28.328575,5.693013,0,0,0,?,?,?
190,'2017/02/12 13:21:21:009',6,435.386841,219.936264,4.446791,-0.025915,-0.124814,0.123872,13.722919,10.823364,7.370506,7.391274,2.408384,2.374538,28.206852,5.795063,0,0,0,?,?,?
191,'2017/02/12 13:21:21:055',6,432.564484,220.806885,4.433079,-0.045846,-0.116131,0.126874,13.528656,10.808246,7.34328,7.356035,2.346643,2.320966,28.239067,5.625136,0,0,0,?,?,?
192,'2017/02/12 13:21:21:084',6,428.663696,221.151291,4.416651,-0.047588,-0.105947,0.125063,13.523076,10.826372,7.358768,7.370417,2.362366,2.340849,28.180693,5.690067,0,0,0,?,?,?
193,'2017/02/12 13:21:21:115',6,423.832214,221.250275,4.38647,-0.037607,-0.097959,0.120609,13.606085,10.838476,7.351283,7.375404,2.379196,2.368719,28.336657,5.771547,0,0,0,?,?,?
194,'2017/02/12 13:21:21:148',6,418.800629,221.245377,4.350826,-0.039347,-0.08978,0.114753,13.493323,10.348922,7.366432,7.386556,2.411969,2.395528,28.2215,5.694035,0,0,0,?,?,?
195,'2017/02/12 13:21:21:171',6,413.733154,221.795944,4.346026,-0.016264,-0.074198,0.108742,13.579854,10.868345,7.34019,7.359952,2.485592,2.455611,28.500772,5.710279,0,0,0,?,?,?
196,'2017/02/12 13:21:21:214',6,408.381622,223.341202,4.335628,-0.0032,-0.06195,0.106578,13.468095,11.114591,7.364136,7.379422,2.433449,2.405666,28.510515,5.68136,0,0,0,?,?,?
197,'2017/02/12 13:21:21:237',6,403.23056,225.535492,4.315397,0.003414,-0.050216,0.107014,13.375311,10.821879,7.369186,7.371755,2.430963,2.390473,28.540083,5.659256,0,0,0,?,?,?
198,'2017/02/12 13:21:21:280',6,397.846069,228.09938,4.299421,0.008752,-0.041379,0.115072,13.464966,10.797494,7.373329,7.361969,2.39559,2.36882,28.535378,5.650697,0,0,0,?,?,?
199,'2017/02/12 13:21:21:306',6,392.385895,230.829758,4.284659,0.01805,-0.034428,0.118681,13.419455,10.722204,7.358382,7.342931,2.409199,2.394695,28.35598,5.689047,0,0,0,?,?,?
200,'2017/02/12 13:21:21:329',6,386.986298,233.095215,4.273275,0.027256,-0.027595,0.120314,13.55195,10.59487,7.347084,7.332342,2.399874,2.384178,28.294041,5.747047,0,0,0,?,?,?
201,'2017/02/12 13:21:21:384',6,381.15683,235.282562,4.256067,0.031286,-0.024639,0.122429,13.648999,10.578593,7.333271,7.313734,2.440423,2.4388,28.134562,5.806913,0,0,0,?,?,?
202,'2017/02/12 13:21:21:410',6,374.733704,237.641693,4.242208,0.038005,-0.016261,0.12156,13.631053,10.144786,7.34667,7.340931,2.441884,2.445814,28.089157,5.880315,0,0,0,?,?,?
203,'2017/02/12 13:21:21:449',6,368.31778,239.27977,4.2041,0.031289,-0.012775,0.116569,13.552183,9.670745,7.288934,7.298902,2.497668,2.510921,28.000059,5.849762,0,0,0,?,?,?
204,'2017/02/12 13:21:21:472',6,362.689728,240.192429,4.192204,0.038874,-0.006537,0.111511,13.711776,10.023309,7.286028,7.278646,2.523997,2.539605,27.933916,5.845961,0,0,0,?,?,?
205,'2017/02/12 13:34:21:783',7,323.50531,279.92868,3.941576,0.294404,0.161843,-0.036361,15.195755,0.690612,7.241944,7.184505,2.952483,2.887959,19.525675,7.078228,0,0,0,?,?,?
206,'2017/02/12 13:34:21:812',7,323.446228,280.083954,3.929933,0.29524,0.163166,-0.033636,15.299973,0.682322,7.144328,7.091677,2.883686,2.826594,19.648996,7.150008,0,0,0,?,?,?
207,'2017/02/12 13:34:21:863',7,323.396393,280.114929,3.937306,0.290688,0.16379,-0.035937,15.250072,0.689826,7.297908,7.237079,2.886568,2.81513,19.52145,7.097197,0,0,0,?,?,?
208,'2017/02/12 13:34:21:888',7,323.521271,280.025604,3.931056,0.297421,0.162537,-0.03272,15.210872,0.678446,7.150716,7.098496,2.837018,2.786946,19.739767,7.14727,0,0,0,?,?,?
209,'2017/02/12 13:34:21:917',7,323.46933,279.937531,3.931664,0.28897,0.163968,-0.036264,15.161558,0.702498,7.238997,7.182634,2.948936,2.884748,19.451551,7.133804,0,0,0,?,?,?
210,'2017/02/12 13:34:21:952',7,323.430756,280.104126,3.929538,0.294639,0.164019,-0.032883,15.199034,0.672836,7.145851,7.092289,2.870124,2.816196,19.708569,7.138881,0,0,0,?,?,?
211,'2017/02/12 13:34:21:967',7,323.427429,280.019226,3.940325,0.291212,0.16618,-0.037379,15.271247,0.694818,7.340267,7.278912,2.905133,2.833102,19.497202,7.102144,0,0,0,?,?,?
212,'2017/02/12 13:34:22:014',7,323.458923,279.924286,3.948184,0.297076,0.167979,-0.03613,15.128263,0.687555,7.235755,7.171335,2.912761,2.837754,19.662228,7.098994,0,0,0,?,?,?
213,'2017/02/12 13:34:22:048',7,323.507629,279.987152,3.944307,0.296281,0.168172,-0.036323,15.21066,0.692317,7.219106,7.154598,2.935463,2.85897,19.628136,7.080622,0,0,0,?,?,?
214,'2017/02/12 13:34:22:086',7,323.498322,280.029816,3.943216,0.297297,0.167061,-0.034713,15.212635,0.684911,7.153532,7.096324,2.930223,2.863319,19.721468,7.108541,0,0,0,?,?,?
215,'2017/02/12 13:34:22:101',7,323.701477,280.159607,3.919246,0.295968,0.16492,-0.035771,15.214981,0.688519,7.083415,7.033317,2.882819,2.834522,19.664967,7.121909,0,0,0,?,?,?
216,'2017/02/12 13:34:22:153',7,323.465149,280.059601,3.936193,0.300977,0.165895,-0.031593,15.231345,0.681543,7.16482,7.114801,2.872159,2.818913,19.718197,7.076402,0,0,0,?,?,?
217,'2017/02/12 13:34:22:168',7,323.540009,279.987762,3.936312,0.30328,0.166323,-0.035588,15.168827,0.684941,7.24683,7.18668,2.907004,2.851182,19.608887,7.106534,0,0,0,?,?,?
218,'2017/02/12 13:34:22:214',7,323.57135,280.107727,3.931497,0.295497,0.166362,-0.036797,15.223824,0.685156,7.169944,7.115492,2.864427,2.802337,19.630535,7.137194,0,0,0,?,?,?
219,'2017/02/12 13:34:22:246',7,323.33136,280.019287,3.956529,0.296282,0.167173,-0.034851,15.201004,0.692025,7.318743,7.261765,2.89077,2.81897,19.652266,7.037649,0,0,0,?,?,?
220,'2017/02/12 13:34:22:281',7,323.347626,280.025726,3.953056,0.294224,0.167258,-0.036573,15.170378,0.700593,7.24236,7.164752,2.957363,2.874565,19.551018,7.149129,0,0,0,?,?,?
221,'2017/02/12 13:34:22:318',7,323.266388,280.124298,3.950603,0.293499,0.167147,-0.03706,15.196134,0.686875,7.256334,7.190438,2.946999,2.869641,19.618227,7.089887,0,0,0,?,?,?
222,'2017/02/12 13:34:22:345',7,323.296265,280.052673,3.948777,0.293527,0.167581,-0.036204,15.188322,0.702996,7.278826,7.211852,2.938804,2.865668,19.57666,7.11722,0,0,0,?,?,?
223,'2017/02/12 13:34:22:384',7,323.221436,280.117645,3.946558,0.294943,0.168461,-0.036818,15.203782,0.694475,7.282926,7.214813,2.91939,2.842806,19.562197,7.145113,0,0,0,?,?,?
224,'2017/02/12 13:34:22:417',7,323.335022,280.128296,3.943876,0.294873,0.16735,-0.036374,15.268873,0.69913,7.206166,7.135909,2.933727,2.860959,19.568256,7.188024,0,0,0,?,?,?
225,'2017/02/12 13:34:22:451',7,323.341187,280.247437,3.936351,0.296913,0.166994,-0.034672,15.257842,0.694511,7.146704,7.087578,2.91846,2.858836,19.690611,7.08207,0,0,0,?,?,?
226,'2017/02/12 13:34:22:484',7,323.397064,280.298737,3.934379,0.300729,0.166512,-0.034756,15.206135,0.675786,7.176876,7.123128,2.868175,2.816136,19.712221,7.138336,0,0,0,?,?,?
227,'2017/02/12 13:34:22:520',7,323.291962,280.426666,3.942723,0.297469,0.165839,-0.034189,15.133052,0.665998,7.204445,7.152281,2.834847,2.775935,19.756788,7.061334,0,0,0,?,?,?
228,'2017/02/12 13:34:22:551',7,323.553528,280.450745,3.929325,0.298597,0.163753,-0.033921,15.263271,0.680102,7.141471,7.090932,2.879158,2.832851,19.698076,7.103923,0,0,0,?,?,?
229,'2017/02/12 13:34:22:586',7,323.462158,280.44632,3.941141,0.30107,0.165517,-0.032497,15.14178,0.674526,7.168856,7.112311,2.881321,2.824793,19.692984,7.099426,0,0,0,?,?,?
230,'2017/02/12 13:34:22:619',7,323.593079,280.500763,3.933604,0.300391,0.164375,-0.034138,15.258736,0.682991,7.145584,7.087714,2.920498,2.86841,19.646608,7.095159,0,0,0,?,?,?
231,'2017/02/12 13:34:22:657',7,323.403534,280.55365,3.941176,0.295276,0.165973,-0.031921,15.192422,0.684907,7.205156,7.150368,2.839708,2.778892,19.617744,7.1081,0,0,0,?,?,?
232,'2017/02/12 13:34:22:675',7,323.714661,280.563873,3.915529,0.302286,0.161449,-0.032154,15.280781,0.692244,7.089583,7.045479,2.837347,2.811045,19.640503,7.148307,0,0,0,?,?,?
233,'2017/02/12 13:34:27:398',8,402.063873,274.073853,3.853262,0.426705,-0.195441,0.216231,11.946332,0.690951,7.760211,7.781632,2.556324,2.395042,21.261703,6.4413,1,1,1,?,?,?
234,'2017/02/12 13:34:27:434',8,402.170502,274.140839,3.854429,0.427295,-0.195723,0.217871,11.966477,0.704559,7.720238,7.74061,2.726332,2.567824,21.21232,6.436505,1,1,1,?,?,?
235,'2017/02/12 13:34:27:447',8,402.180603,274.178741,3.85259,0.430011,-0.193549,0.216805,12.044114,0.683165,7.777286,7.792869,2.713516,2.55372,21.26684,6.394778,1,1,1,?,?,?
236,'2017/02/12 13:34:27:483',8,402.145599,274.138092,3.855377,0.431285,-0.19342,0.216239,12.024744,0.68,7.767311,7.783933,2.681364,2.523332,21.336456,6.382365,1,1,1,?,?,?
237,'2017/02/12 13:34:27:512',8,402.33374,274.006714,3.861356,0.434054,-0.196384,0.214586,11.977641,0.669882,7.775245,7.802672,2.566397,2.403078,21.265423,6.706852,1,1,1,?,?,?
238,'2017/02/12 13:34:27:551',8,402.343903,273.981628,3.868922,0.437886,-0.19052,0.214215,11.815054,0.676672,7.763083,7.788199,2.659238,2.492318,21.374331,6.345396,1,1,1,?,?,?
239,'2017/02/12 13:34:27:581',8,402.378113,274.080872,3.861139,0.434582,-0.193136,0.216481,11.851421,0.680568,7.76786,7.784409,2.652612,2.488075,21.2635,6.420498,1,1,1,?,?,?
240,'2017/02/12 13:34:27:616',8,402.243378,274.016083,3.8562,0.435554,-0.195611,0.215255,11.808496,0.677447,7.805623,7.821805,2.614691,2.444607,21.389957,6.362285,1,1,1,?,?,?
241,'2017/02/12 13:34:27:646',8,402.314911,274.021637,3.864885,0.434494,-0.19227,0.215836,11.872099,0.668859,7.760121,7.786079,2.657687,2.499948,21.360035,6.397549,1,1,1,?,?,?
242,'2017/02/12 13:34:27:683',8,402.364441,274.13031,3.865163,0.43226,-0.193229,0.215081,11.828517,0.671291,7.749876,7.782816,2.680746,2.524084,21.255966,6.536765,1,1,1,?,?,?
243,'2017/02/12 13:34:27:715',8,402.280853,274.251587,3.867215,0.433034,-0.192423,0.215969,11.923145,0.67913,7.726839,7.750615,2.762674,2.613584,21.322557,6.392635,1,1,1,?,?,?
244,'2017/02/12 13:34:27:751',8,402.169434,274.135559,3.866116,0.4379,-0.190953,0.212761,11.89872,0.666212,7.765834,7.796855,2.626229,2.468681,21.292603,6.425642,1,1,1,?,?,?
245,'2017/02/12 13:34:27:782',8,402.183533,274.250763,3.865331,0.432181,-0.190786,0.213192,11.948037,0.676409,7.742608,7.77065,2.615141,2.455668,21.223354,6.447121,1,1,1,?,?,?
246,'2017/02/12 13:34:27:816',8,402.259369,274.344116,3.861308,0.428045,-0.19224,0.211841,11.89351,0.671512,7.739623,7.778708,2.639453,2.474255,21.157045,6.60477,1,1,1,?,?,?
247,'2017/02/12 13:34:27:849',8,402.233582,274.328033,3.868126,0.434477,-0.193194,0.214506,11.877385,0.680969,7.74204,7.765932,2.75208,2.592413,21.278362,6.493551,1,1,1,?,?,?
248,'2017/02/12 13:34:27:886',8,402.227539,274.533478,3.857815,0.430582,-0.195685,0.215664,11.973559,0.667881,7.770022,7.793395,2.82907,2.671776,21.287378,6.49786,1,1,1,?,?,?
249,'2017/02/12 13:34:27:917',8,402.2771,274.456451,3.859928,0.427585,-0.190593,0.214743,11.98209,0.658933,7.773343,7.798762,2.668644,2.515088,21.207581,6.441708,1,1,1,?,?,?
250,'2017/02/12 13:34:27:953',8,402.186279,274.544342,3.849247,0.419067,-0.196174,0.217199,12.0154,0.693086,7.725924,7.746919,2.639806,2.494381,21.162035,6.439555,1,1,1,?,?,?
251,'2017/02/12 13:34:28:002',8,402.345184,274.344391,3.85973,0.430601,-0.196156,0.216882,11.920979,0.683619,7.748621,7.768232,2.728055,2.567671,21.212259,6.560136,1,1,1,?,?,?
252,'2017/02/12 13:34:28:016',8,402.282166,274.576416,3.853457,0.42108,-0.19216,0.218163,11.900763,0.699888,7.753699,7.772218,2.769037,2.617068,21.185961,6.238329,1,1,1,?,?,?
253,'2017/02/12 13:34:28:053',8,402.233582,274.337189,3.857352,0.428487,-0.192392,0.214553,11.860656,0.661223,7.759231,7.790595,2.539809,2.371545,21.269442,6.501437,1,1,1,?,?,?
254,'2017/02/12 13:34:28:101',8,402.444641,274.29599,3.869852,0.428216,-0.191725,0.213709,11.881491,0.684671,7.705883,7.726916,2.610075,2.437991,21.201599,6.553392,1,1,1,?,?,?
255,'2017/02/12 13:34:28:115',8,402.329834,274.196655,3.873599,0.434176,-0.18936,0.215815,11.737985,0.694907,7.669669,7.693276,2.667644,2.505575,21.308378,6.325016,1,1,1,?,?,?
256,'2017/02/12 13:34:28:148',8,402.338593,274.044159,3.884991,0.441363,-0.190824,0.215656,11.777985,0.679422,7.64205,7.676784,2.638603,2.473882,21.408266,6.402375,1,1,1,?,?,?
257,'2017/02/12 13:34:28:184',8,402.659424,273.882782,3.897055,0.451632,-0.191777,0.21182,11.737899,0.669638,7.638573,7.67773,2.681809,2.512823,21.411224,6.518435,1,1,1,?,?,?
258,'2017/02/12 13:34:28:218',8,402.507904,273.985962,3.888386,0.445398,-0.194753,0.213922,11.774178,0.674596,7.632489,7.67856,2.578573,2.417309,21.383615,6.374851,1,1,1,?,?,?
259,'2017/02/12 13:34:28:248',8,402.748474,274.095154,3.900613,0.438939,-0.185787,0.215215,11.677042,0.68166,7.555575,7.604477,2.731148,2.58322,21.248995,6.473598,1,1,1,?,?,?
260,'2017/02/12 13:34:28:283',8,402.601959,274.035217,3.897693,0.442847,-0.191836,0.218069,11.673853,0.682901,7.61479,7.668106,2.672571,2.528161,21.345072,6.301269,1,1,1,?,?,?
261,'2017/02/12 13:34:28:319',8,402.641907,273.96756,3.908885,0.446974,-0.181882,0.21889,11.62358,0.692917,7.607545,7.640993,2.739649,2.590743,21.318844,6.207222,1,1,1,?,?,?
262,'2017/02/12 13:47:12:295',9,308.719971,209.873795,4.599887,0.162012,-0.03352,0.10062,13.454921,1.085526,7.201884,7.178235,3.025988,3.067729,19.904089,6.862315,0.168427,0.168427,0.168427,?,?,?
263,'2017/02/12 13:47:12:332',9,308.719971,209.873795,4.599887,0.162012,-0.03352,0.10062,13.454921,1.085526,7.201884,7.178235,3.025988,3.067729,19.904089,6.862315,0.168427,0.168427,0.168427,?,?,?
264,'2017/02/12 13:47:12:333',9,308.24646,209.937225,4.600931,0.160982,-0.031575,0.098908,13.426221,1.097729,7.199606,7.175453,2.971716,3.012135,19.885439,6.872843,0.168427,0.168427,0.168427,?,?,?
265,'2017/02/12 13:47:12:349',9,307.712585,210.086517,4.605529,0.159802,-0.029601,0.097081,13.46938,1.103264,7.13368,7.110478,3.0249,3.061086,19.888077,6.850216,0.168427,0.168427,0.168427,?,?,?
266,'2017/02/12 13:47:12:396',9,307.124268,210.145126,4.605969,0.16096,-0.027726,0.096833,13.562558,1.10518,7.150824,7.124456,3.016432,3.053711,19.856215,6.887117,0.168427,0.168427,0.168427,?,?,?
267,'2017/02/12 13:47:12:429',9,306.489716,210.136856,4.61064,0.16202,-0.027222,0.097531,13.542321,1.116429,7.167873,7.144326,3.020875,3.062991,19.861719,6.843636,0.168427,0.168427,0.168427,?,?,?
268,'2017/02/12 13:47:12:434',9,306.489716,210.136856,4.61064,0.16202,-0.027222,0.097531,13.542321,1.116429,7.167873,7.144326,3.020875,3.062991,19.861719,6.843636,0.168427,0.168427,0.168427,?,?,?
269,'2017/02/12 13:47:12:464',9,305.966797,210.375122,4.60556,0.154519,-0.026593,0.097928,13.603993,1.121708,7.114902,7.099772,3.050674,3.089995,19.801445,6.877766,0.168427,0.168427,0.168427,?,?,?
270,'2017/02/12 13:47:12:498',9,305.479706,210.323288,4.608219,0.155639,-0.025331,0.097737,13.559004,1.124529,7.093718,7.078646,3.077296,3.12111,19.835417,6.88269,0.168427,0.168427,0.168427,?,?,?
271,'2017/02/12 13:47:12:513',9,304.877472,210.111023,4.612019,0.158447,-0.024787,0.097115,13.678012,1.117564,7.126768,7.1052,3.078105,3.122997,19.863064,6.900104,0.168427,0.168427,0.168427,?,?,?
272,'2017/02/12 13:47:12:547',9,304.372681,210.190186,4.605467,0.152188,-0.02392,0.096937,13.582087,1.114267,7.140518,7.121712,3.069004,3.112067,19.890982,6.86274,0.168427,0.168427,0.168427,?,?,?
273,'2017/02/12 13:47:12:567',9,304.372681,210.190186,4.605467,0.152188,-0.02392,0.096937,13.582087,1.114267,7.140518,7.121712,3.069004,3.112067,19.890982,6.86274,0.168427,0.168427,0.168427,?,?,?
274,'2017/02/12 13:47:12:581',9,303.687317,210.06636,4.60415,0.157342,-0.024236,0.098492,13.592547,1.100479,7.14466,7.129407,3.09067,3.143122,19.961422,6.86011,0.168427,0.168427,0.168427,?,?,?
275,'2017/02/12 13:47:12:613',9,301.729523,209.864441,4.609331,0.158818,-0.019201,0.098344,13.489294,1.088302,7.151359,7.150237,3.130945,3.180944,19.99946,6.858395,0.168427,0.168427,0.168427,?,?,?
276,'2017/02/12 13:47:12:649',9,300.480957,209.937866,4.608583,0.152208,-0.014699,0.095592,13.751317,1.096253,7.164779,7.151023,3.009609,3.048638,19.982008,6.904159,0.168427,0.168427,0.168427,?,?,?
277,'2017/02/12 13:47:12:683',9,300.480957,209.937866,4.608583,0.152208,-0.014699,0.095592,13.751317,1.096253,7.164779,7.151023,3.009609,3.048638,19.982008,6.904159,0.168427,0.168427,0.168427,?,?,?
278,'2017/02/12 13:47:12:699',9,298.939636,209.915619,4.608293,0.159221,-0.013829,0.096826,13.737341,1.072194,7.110892,7.096272,3.104527,3.155025,19.977777,6.904773,0.168427,0.168427,0.168427,?,?,?
279,'2017/02/12 13:47:12:714',9,297.021606,210.069626,4.599698,0.146592,-0.012456,0.096595,13.537906,1.115342,7.169223,7.150612,3.07494,3.12951,19.911383,6.899751,0.168427,0.168427,0.168427,?,?,?
280,'2017/02/12 13:47:12:766',9,294.802307,209.937103,4.609315,0.152786,-0.004692,0.09619,13.441573,1.08828,7.122391,7.130891,3.11512,3.172689,19.987572,6.88442,0.168427,0.168427,0.168427,?,?,?
281,'2017/02/12 13:47:12:781',9,292.272369,210.181732,4.599635,0.144028,-0.002325,0.093431,13.517729,1.084742,7.104135,7.11943,3.069917,3.12158,19.930092,6.917236,0.168427,0.168427,0.168427,?,?,?
282,'2017/02/12 13:47:12:833',9,289.490845,210.199753,4.597227,0.140692,0.000171,0.09755,13.611555,1.105318,7.119796,7.116652,3.084112,3.15046,19.862158,6.876226,0.168427,0.168427,0.168427,?,?,?
283,'2017/02/12 13:47:12:833',9,289.490845,210.199753,4.597227,0.140692,0.000171,0.09755,13.611555,1.105318,7.119796,7.116652,3.084112,3.15046,19.862158,6.876226,0.168427,0.168427,0.168427,?,?,?
284,'2017/02/12 13:47:12:846',9,286.577087,210.496735,4.58526,0.147268,-0.000255,0.099333,13.631376,1.071404,7.122711,7.134607,3.28154,3.370258,19.85931,6.861171,0.168427,0.168427,0.168427,?,?,?
285,'2017/02/12 13:47:12:901',9,283.377808,210.970398,4.575548,0.141926,0.004296,0.093681,13.538888,1.047464,7.182454,7.18904,3.235691,3.312298,19.903801,6.882236,0.168427,0.168427,0.168427,?,?,?
286,'2017/02/12 13:47:12:907',9,283.377808,210.970398,4.575548,0.141926,0.004296,0.093681,13.538888,1.047464,7.182454,7.18904,3.235691,3.312298,19.903801,6.882236,0.168427,0.168427,0.168427,?,?,?
287,'2017/02/12 13:47:12:918',9,280.004639,210.965134,4.585867,0.15125,0.013725,0.088742,13.667644,1.017615,7.278707,7.306073,3.112114,3.180392,19.912693,6.896428,0.168427,0.168427,0.168427,?,?,?
288,'2017/02/12 13:47:12:965',9,276.281219,211.393631,4.583397,0.143876,0.023787,0.084223,13.75706,1.006219,7.234174,7.258899,3.080547,3.135316,19.883856,7.041062,0.168427,0.168427,0.168427,?,?,?
289,'2017/02/12 13:47:13:001',9,272.53833,211.501602,4.590258,0.157065,0.02788,0.089771,13.724589,0.993546,7.248307,7.273882,3.160935,3.237002,19.941877,6.914621,0.168427,0.168427,0.168427,?,?,?
290,'2017/02/12 13:47:13:010',9,272.53833,211.501602,4.590258,0.157065,0.02788,0.089771,13.724589,0.993546,7.248307,7.273882,3.160935,3.237002,19.941877,6.914621,0.168427,0.168427,0.168427,?,?,?
291,'2017/02/12 13:47:13:018',9,268.864899,211.455856,4.605648,0.167388,0.032016,0.092021,13.7966,0.98776,7.279937,7.322172,3.185022,3.266651,19.931391,6.909964,0.168427,0.168427,0.168427,?,?,?
292,'2017/02/12 13:47:13:066',9,265.148621,211.393219,4.622369,0.186847,0.037816,0.092746,13.781353,0.955731,7.34573,7.378247,3.141155,3.223853,20.006083,6.911605,0.168427,0.168427,0.168427,?,?,?
293,'2017/02/12 13:47:13:082',9,261.757141,211.813004,4.617456,0.189105,0.042178,0.092071,13.824712,0.930656,7.419532,7.461246,3.031139,3.110118,20.021944,6.931704,0.168427,0.168427,0.168427,?,?,?
294,'2017/02/12 13:47:13:109',9,261.757141,211.813004,4.617456,0.189105,0.042178,0.092071,13.824712,0.930656,7.419532,7.461246,3.031139,3.110118,20.021944,6.931704,0.168427,0.168427,0.168427,?,?,?
295,'2017/02/12 13:47:13:134',9,258.253906,212.399536,4.610336,0.179733,0.048906,0.086594,13.723445,0.927006,7.351353,7.411054,3.036217,3.094199,19.987904,6.954066,0.168427,0.168427,0.168427,?,?,?
296,'2017/02/12 13:47:13:167',9,254.319458,212.519623,4.622319,0.188154,0.049647,0.092569,13.828564,0.938434,7.40886,7.456492,3.045739,3.119314,20.011599,6.910749,0.168427,0.168427,0.168427,?,?,?
297,'2017/02/12 13:47:13:202',9,254.319458,212.519623,4.622319,0.188154,0.049647,0.092569,13.828564,0.938434,7.40886,7.456492,3.045739,3.119314,20.011599,6.910749,0.168427,0.168427,0.168427,?,?,?
298,'2017/02/12 13:47:13:203',9,250.671127,212.719101,4.630255,0.206221,0.051339,0.098848,13.836011,0.918623,7.402055,7.444376,3.03957,3.134272,20.054306,6.954559,0.168427,0.168427,0.168427,?,?,?
299,'2017/02/12 13:47:13:219',9,247.367767,213.544174,4.614933,0.184207,0.055961,0.090212,13.842778,0.927604,7.313909,7.385027,3.088075,3.160756,19.949131,6.966096,0.168427,0.168427,0.168427,?,?,?
300,'2017/02/12 13:47:13:267',9,244.237274,213.374344,4.631776,0.200694,0.055193,0.094302,13.735289,0.935495,7.446128,7.496093,2.962158,3.051351,19.987953,6.940786,0.168427,0.168427,0.168427,?,?,?
301,'2017/02/12 13:47:13:282',9,241.760574,214.260468,4.611862,0.172286,0.056287,0.084635,13.713761,0.956371,7.358566,7.418839,3.055838,3.114418,19.814014,6.954704,0.168427,0.168427,0.168427,?,?,?
302,'2017/02/12 13:47:13:294',9,241.760574,214.260468,4.611862,0.172286,0.056287,0.084635,13.713761,0.956371,7.358566,7.418839,3.055838,3.114418,19.814014,6.954704,0.168427,0.168427,0.168427,?,?,?
303,'2017/02/12 13:47:13:320',9,239.361618,214.643936,4.616346,0.170308,0.063447,0.079337,13.841772,0.937823,7.326763,7.394081,3.009997,3.062532,19.848015,7.013862,0.168427,0.168427,0.168427,?,?,?
304,'2017/02/12 13:47:13:370',9,237.5634,214.869293,4.620837,0.168941,0.064147,0.079257,13.866844,0.941831,7.371031,7.440915,3.008142,3.055609,19.748972,6.954459,0.168427,0.168427,0.168427,?,?,?
305,'2017/02/12 13:47:13:413',9,236.520477,214.736084,4.62267,0.185186,0.057088,0.083117,13.922329,0.939517,7.436584,7.493774,3.081118,3.157773,19.836185,6.903484,0.168427,0.168427,0.168427,?,?,?
306,'2017/02/12 13:47:13:434',9,235.529755,214.407043,4.639702,0.210458,0.058373,0.087667,13.74726,0.925389,7.477265,7.524024,2.994919,3.088827,20.073036,6.899949,0.168427,0.168427,0.168427,?,?,?
307,'2017/02/12 13:47:13:441',9,235.529755,214.407043,4.639702,0.210458,0.058373,0.087667,13.74726,0.925389,7.477265,7.524024,2.994919,3.088827,20.073036,6.899949,0.168427,0.168427,0.168427,?,?,?
308,'2017/02/12 13:47:13:466',9,235.531067,214.447113,4.639956,0.212117,0.057454,0.083653,13.693453,0.910277,7.451991,7.511443,3.100513,3.191979,20.129736,6.844382,0.168427,0.168427,0.168427,?,?,?
309,'2017/02/12 13:47:13:497',9,235.946167,214.575653,4.646756,0.20919,0.058432,0.079429,13.80794,0.914191,7.411554,7.483756,3.129213,3.209599,20.047407,6.92951,0.168427,0.168427,0.168427,?,?,?
310,'2017/02/12 13:47:13:534',9,236.904922,215.241302,4.628888,0.182196,0.058574,0.07491,13.758105,0.938223,7.365208,7.437819,3.119748,3.17695,19.911623,6.888791,0.168427,0.168427,0.168427,?,?,?
311,'2017/02/12 13:47:13:548',9,236.904922,215.241302,4.628888,0.182196,0.058574,0.07491,13.758105,0.938223,7.365208,7.437819,3.119748,3.17695,19.911623,6.888791,0.168427,0.168427,0.168427,?,?,?
312,'2017/02/12 13:47:13:567',9,238.448212,215.276886,4.621072,0.178032,0.061524,0.069999,13.760554,0.944774,7.381176,7.456712,3.04549,3.086031,19.945368,6.915545,0.168427,0.168427,0.168427,?,?,?
313,'2017/02/12 13:47:13:602',9,240.551666,214.95253,4.631606,0.189219,0.057132,0.072289,13.839614,0.924603,7.435775,7.501407,3.033525,3.076925,20.032909,6.905662,0.168427,0.168427,0.168427,?,?,?
